Uniprot ID,Description,Gene name,Log2(average_P/S)
Q96EK4,THAP domain-containing protein 11 OS=Homo sapiens OX=9606 GN=THAP11 PE=1 SV=2,THAP11,0.895538533
P49736,DNA replication licensing factor MCM2 OS=Homo sapiens OX=9606 GN=MCM2 PE=1 SV=4,MCM2,0.895515952
P56282,DNA polymerase epsilon subunit 2 OS=Homo sapiens OX=9606 GN=POLE2 PE=1 SV=2,POLE2,0.892620099
Q02818,Nucleobindin-1 OS=Homo sapiens OX=9606 GN=NUCB1 PE=1 SV=4,NUCB1,0.892484982
Q9UKK6,NTF2-related export protein 1 OS=Homo sapiens OX=9606 GN=NXT1 PE=1 SV=1,NXT1,0.890641397
Q16880,2-hydroxyacylsphingosine 1-beta-galactosyltransferase OS=Homo sapiens OX=9606 GN=UGT8 PE=1 SV=2,UGT8,0.889559495
Q71U36,Tubulin alpha-1A chain OS=Homo sapiens OX=9606 GN=TUBA1A PE=1 SV=1,TUBA1A,0.874705552
Q96SZ6,Mitochondrial tRNA methylthiotransferase CDK5RAP1 OS=Homo sapiens OX=9606 GN=CDK5RAP1 PE=1 SV=2,CDK5RAP1,0.871842554
Q16563,Synaptophysin-like protein 1 OS=Homo sapiens OX=9606 GN=SYPL1 PE=1 SV=1,SYPL1,0.871637329
Q6ULP2,Aftiphilin OS=Homo sapiens OX=9606 GN=AFTPH PE=1 SV=3,,0.868358874
P43250,G protein-coupled receptor kinase 6 OS=Homo sapiens OX=9606 GN=GRK6 PE=1 SV=2,GRK6,0.867926216
Q8NFD5,AT-rich interactive domain-containing protein 1B OS=Homo sapiens OX=9606 GN=ARID1B PE=1 SV=2,ARID1B,0.86442016
P21333,Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4,FLNA,0.862192832
P51825,AF4/FMR2 family member 1 OS=Homo sapiens OX=9606 GN=AFF1 PE=1 SV=1,AFF1,0.861265796
Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1 OS=Homo sapiens OX=9606 GN=PRKAA1 PE=1 SV=4,PRKAA1,0.860081731
Q03001,Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4,DST,0.856498198
Q99590,Protein SCAF11 OS=Homo sapiens OX=9606 GN=SCAF11 PE=1 SV=2,SCAF11,0.855818175
P63000,Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens OX=9606 GN=RAC1 PE=1 SV=1,RAC1,0.85579556
Q92841,Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2,DDX17,0.855122232
P35269,General transcription factor IIF subunit 1 OS=Homo sapiens OX=9606 GN=GTF2F1 PE=1 SV=2,GTF2F1,0.854504978
O43264,Centromere/kinetochore protein zw10 homolog OS=Homo sapiens OX=9606 GN=ZW10 PE=1 SV=3,ZW10,0.854235051
P53675,Clathrin heavy chain 2 OS=Homo sapiens OX=9606 GN=CLTCL1 PE=1 SV=2,CLTCL1,0.85404835
O15400,Syntaxin-7 OS=Homo sapiens OX=9606 GN=STX7 PE=1 SV=4,STX7,0.853949755
P62888,60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2,RPL30,0.853183136
Q14161,ARF GTPase-activating protein GIT2 OS=Homo sapiens OX=9606 GN=GIT2 PE=1 SV=2,GIT2,0.852836975
Q15904,V-type proton ATPase subunit S1 OS=Homo sapiens OX=9606 GN=ATP6AP1 PE=1 SV=2,ATP6AP1,0.841753445
Q9NYZ3,G2 and S phase-expressed protein 1 OS=Homo sapiens OX=9606 GN=GTSE1 PE=1 SV=3,GTSE1,0.837536249
O60704,Protein-tyrosine sulfotransferase 2 OS=Homo sapiens OX=9606 GN=TPST2 PE=1 SV=1,TPST2,0.834877239
Q9NVC6,Mediator of RNA polymerase II transcription subunit 17 OS=Homo sapiens OX=9606 GN=MED17 PE=1 SV=2,MED17,0.829244113
Q15554,Telomeric repeat-binding factor 2 OS=Homo sapiens OX=9606 GN=TERF2 PE=1 SV=3,TERF2,0.828315963
Q52LR7,Enhancer of polycomb homolog 2 OS=Homo sapiens OX=9606 GN=EPC2 PE=1 SV=2,EPC2,0.827943985
O43299,AP-5 complex subunit zeta-1 OS=Homo sapiens OX=9606 GN=AP5Z1 PE=1 SV=2,AP5Z1,0.819235508
P17612,cAMP-dependent protein kinase catalytic subunit alpha OS=Homo sapiens OX=9606 GN=PRKACA PE=1 SV=2,PRKACA,0.819055572
Q8IV63,Inactive serine/threonine-protein kinase VRK3 OS=Homo sapiens OX=9606 GN=VRK3 PE=1 SV=2,VRK3,0.817437876
Q13268,"Dehydrogenase/reductase SDR family member 2, mitochondrial OS=Homo sapiens OX=9606 GN=DHRS2 PE=1 SV=4",DHRS2,0.804445363
P61106,Ras-related protein Rab-14 OS=Homo sapiens OX=9606 GN=RAB14 PE=1 SV=4,RAB14,0.801211931
Q9Y5M8,Signal recognition particle receptor subunit beta OS=Homo sapiens OX=9606 GN=SRPRB PE=1 SV=3,SRPRB,0.800422344
O75394,"39S ribosomal protein L33, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL33 PE=1 SV=1",MRPL33,0.800324845
Q14197,"Peptidyl-tRNA hydrolase ICT1, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL58 PE=1 SV=1",ICT1; MRPL58,0.80030387
Q14315,Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3,FLNC,0.7998178
Q7Z794,"Keratin, type II cytoskeletal 1b OS=Homo sapiens OX=9606 GN=KRT77 PE=1 SV=3",KRT77,0.798712365
Q8NHM5,Lysine-specific demethylase 2B OS=Homo sapiens OX=9606 GN=KDM2B PE=1 SV=1,KDM2B,0.797847578
Q9BSF8,BTB/POZ domain-containing protein 10 OS=Homo sapiens OX=9606 GN=BTBD10 PE=1 SV=2,BTBD10,0.795492068
Q9NQ29,Putative RNA-binding protein Luc7-like 1 OS=Homo sapiens OX=9606 GN=LUC7L PE=1 SV=1,LUC7L,0.791386087
P08754,Guanine nucleotide-binding protein G(i) subunit alpha-3 OS=Homo sapiens OX=9606 GN=GNAI3 PE=1 SV=3,GNAI3,0.78373678
O15047,Histone-lysine N-methyltransferase SETD1A OS=Homo sapiens OX=9606 GN=SETD1A PE=1 SV=3,SETD1A,0.782798154
Q8N442,"Translation factor GUF1, mitochondrial OS=Homo sapiens OX=9606 GN=GUF1 PE=2 SV=1",GUF1,0.780782531
Q3KQU3,MAP7 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MAP7D1 PE=1 SV=1,MAP7D1,0.778071835
O15379,Histone deacetylase 3 OS=Homo sapiens OX=9606 GN=HDAC3 PE=1 SV=2,HDAC3,0.775144853
Q9BQC6,"Ribosomal protein 63, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL57 PE=1 SV=1",MRP63; MRPL57,0.771738816
P07437,Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2,TUBB,0.769740159
Q8NBQ5,Estradiol 17-beta-dehydrogenase 11 OS=Homo sapiens OX=9606 GN=HSD17B11 PE=1 SV=3,HSD17B11,0.766488435
Q8WYP5,Protein ELYS OS=Homo sapiens OX=9606 GN=AHCTF1 PE=1 SV=3,AHCTF1,0.765494261
Q13409,Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3,DYNC1I2,0.764381516
Q9BZE1,"39S ribosomal protein L37, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL37 PE=1 SV=2",MRPL37,0.760737422
Q9NPD3,Exosome complex component RRP41 OS=Homo sapiens OX=9606 GN=EXOSC4 PE=1 SV=3,EXOSC4,0.760006583
Q92576,PHD finger protein 3 OS=Homo sapiens OX=9606 GN=PHF3 PE=1 SV=3,PHF3,0.751272928
Q9BT40,Inositol polyphosphate 5-phosphatase K OS=Homo sapiens OX=9606 GN=INPP5K PE=1 SV=3,INPP5K,0.748212865
P50281,Matrix metalloproteinase-14 OS=Homo sapiens OX=9606 GN=MMP14 PE=1 SV=3,MMP14,0.744842005
P0DPH8,Tubulin alpha-3D chain OS=Homo sapiens OX=9606 GN=TUBA3D PE=1 SV=1,,0.744162328
Q9Y613,FH1/FH2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FHOD1 PE=1 SV=3,FHOD1,0.74163473
Q8WWW0,Ras association domain-containing protein 5 OS=Homo sapiens OX=9606 GN=RASSF5 PE=1 SV=1,RASSF5,0.740151849
P62273,40S ribosomal protein S29 OS=Homo sapiens OX=9606 GN=RPS29 PE=1 SV=2,RPS29,0.737900271
P02786,Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2,TFRC,0.736936156
Q16777,Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4,HIST2H2AC,0.736877448
Q9ULW0,Targeting protein for Xklp2 OS=Homo sapiens OX=9606 GN=TPX2 PE=1 SV=2,TPX2,0.7365385
P52298,Nuclear cap-binding protein subunit 2 OS=Homo sapiens OX=9606 GN=NCBP2 PE=1 SV=1,NCBP2,0.732336567
Q5VU65,Nuclear pore membrane glycoprotein 210-like OS=Homo sapiens OX=9606 GN=NUP210L PE=2 SV=1,NUP210L,0.731238855
O75694,Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155 PE=1 SV=1,NUP155,0.730711499
Q9P2W1,Homologous-pairing protein 2 homolog OS=Homo sapiens OX=9606 GN=PSMC3IP PE=1 SV=1,PSMC3IP,0.729053533
P12956,X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2,XRCC6,0.724228652
Q6NUQ1,RAD50-interacting protein 1 OS=Homo sapiens OX=9606 GN=RINT1 PE=1 SV=1,RINT1,0.722220453
Q9BVJ6,U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens OX=9606 GN=UTP14A PE=1 SV=1,UTP14A,0.71964674
Q6QNY0,Biogenesis of lysosome-related organelles complex 1 subunit 3 OS=Homo sapiens OX=9606 GN=BLOC1S3 PE=1 SV=1,BLOC1S3,0.710444096
Q9BW66,Cyclin-dependent kinase 2-interacting protein OS=Homo sapiens OX=9606 GN=CINP PE=1 SV=1,CINP,0.706232338
Q8IXK0,Polyhomeotic-like protein 2 OS=Homo sapiens OX=9606 GN=PHC2 PE=1 SV=1,PHC2,0.70182557
O75817,Ribonuclease P protein subunit p20 OS=Homo sapiens OX=9606 GN=POP7 PE=1 SV=2,POP7,0.701533407
Q9UNN5,FAS-associated factor 1 OS=Homo sapiens OX=9606 GN=FAF1 PE=1 SV=2,FAF1,0.700415485
P18615,Negative elongation factor E OS=Homo sapiens OX=9606 GN=NELFE PE=1 SV=3,NELFE; RDBP,0.699309195
O75528,Transcriptional adapter 3 OS=Homo sapiens OX=9606 GN=TADA3 PE=1 SV=1,TADA3,0.698865603
Q13148,TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1,TARDBP,0.69882603
O43396,Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3,TXNL1,0.698575937
Q9Y3B4,Splicing factor 3B subunit 6 OS=Homo sapiens OX=9606 GN=SF3B6 PE=1 SV=1,SF3B14; SF3B6,0.689824198
Q9Y2W1,Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2,THRAP3,0.685881135
Q8N0V3,"Putative ribosome-binding factor A, mitochondrial OS=Homo sapiens OX=9606 GN=RBFA PE=1 SV=3",RBFA,0.679028434
P46783,40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1,RPS10,0.677476175
O75676,Ribosomal protein S6 kinase alpha-4 OS=Homo sapiens OX=9606 GN=RPS6KA4 PE=1 SV=1,RPS6KA4,0.676746213
Q9H0V9,VIP36-like protein OS=Homo sapiens OX=9606 GN=LMAN2L PE=1 SV=1,LMAN2L,0.675209843
P62879,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=3,GNB2,0.672061566
Q9Y483,Metal-response element-binding transcription factor 2 OS=Homo sapiens OX=9606 GN=MTF2 PE=1 SV=3,MTF2,0.671377666
O60716,Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1,CTNND1,0.6698072
P38919,Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4,EIF4A3,0.658069844
P48634,Protein PRRC2A OS=Homo sapiens OX=9606 GN=PRRC2A PE=1 SV=3,PRRC2A,0.656849247
P32969,60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1,RPL9,0.652664104
Q9HCH0,Nck-associated protein 5-like OS=Homo sapiens OX=9606 GN=NCKAP5L PE=1 SV=3,,0.650576389
P20338,Ras-related protein Rab-4A OS=Homo sapiens OX=9606 GN=RAB4A PE=1 SV=3,RAB4A,0.641825464
Q96QD8,Sodium-coupled neutral amino acid transporter 2 OS=Homo sapiens OX=9606 GN=SLC38A2 PE=1 SV=2,SLC38A2,0.634385372
Q9UBW7,Zinc finger MYM-type protein 2 OS=Homo sapiens OX=9606 GN=ZMYM2 PE=1 SV=1,ZMYM2,0.629304307
Q86TJ2,Transcriptional adapter 2-beta OS=Homo sapiens OX=9606 GN=TADA2B PE=1 SV=2,TADA2B,0.624988882
Q99943,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha OS=Homo sapiens OX=9606 GN=AGPAT1 PE=1 SV=2,AGPAT1,0.623709911
Q14119,Vascular endothelial zinc finger 1 OS=Homo sapiens OX=9606 GN=VEZF1 PE=1 SV=2,VEZF1,0.617743918
Q9P1Z2,Calcium-binding and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CALCOCO1 PE=1 SV=2,CALCOCO1,0.614716127
Q8WUF8,Cotranscriptional regulator FAM172A OS=Homo sapiens OX=9606 GN=FAM172A PE=1 SV=1,FAM172A,0.61418289
Q86WJ1,Chromodomain-helicase-DNA-binding protein 1-like OS=Homo sapiens OX=9606 GN=CHD1L PE=1 SV=3,CHD1L; LOC101060601,0.610328649
P29084,Transcription initiation factor IIE subunit beta OS=Homo sapiens OX=9606 GN=GTF2E2 PE=1 SV=1,GTF2E2,0.609553586
P62330,ADP-ribosylation factor 6 OS=Homo sapiens OX=9606 GN=ARF6 PE=1 SV=2,ARF6,0.603292172
Q8IYB8,"ATP-dependent RNA helicase SUPV3L1, mitochondrial OS=Homo sapiens OX=9606 GN=SUPV3L1 PE=1 SV=1",SUPV3L1,0.601097774
Q9Y4A5,Transformation/transcription domain-associated protein OS=Homo sapiens OX=9606 GN=TRRAP PE=1 SV=3,TRRAP,0.594579623
P35250,Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=3,RFC2,0.591113435
O14972,Vacuolar protein sorting-associated protein 26C OS=Homo sapiens OX=9606 GN=VPS26C PE=1 SV=1,DSCR3,0.586691685
P51608,Methyl-CpG-binding protein 2 OS=Homo sapiens OX=9606 GN=MECP2 PE=1 SV=1,MECP2,0.585427183
P19784,Casein kinase II subunit alpha' OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1,CSNK2A2,0.58377731
O43251,RNA binding protein fox-1 homolog 2 OS=Homo sapiens OX=9606 GN=RBFOX2 PE=1 SV=3,RBFOX2,0.582976494
P02452,Collagen alpha-1(I) chain OS=Homo sapiens OX=9606 GN=COL1A1 PE=1 SV=5,COL1A1,0.582124225
Q9BUR4,Telomerase Cajal body protein 1 OS=Homo sapiens OX=9606 GN=WRAP53 PE=1 SV=1,WRAP53,0.579861774
P40938,Replication factor C subunit 3 OS=Homo sapiens OX=9606 GN=RFC3 PE=1 SV=2,RFC3,0.573829215
O75190,DnaJ homolog subfamily B member 6 OS=Homo sapiens OX=9606 GN=DNAJB6 PE=1 SV=2,DNAJB6,0.573346801
Q9Y266,Nuclear migration protein nudC OS=Homo sapiens OX=9606 GN=NUDC PE=1 SV=1,NUDC,0.571224737
Q9BVA1,Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1,TUBB2B,0.567667643
Q8WUB8,PHD finger protein 10 OS=Homo sapiens OX=9606 GN=PHF10 PE=1 SV=3,PHF10,0.565691862
O75127,"Pentatricopeptide repeat-containing protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=PTCD1 PE=1 SV=2",PTCD1,0.565022331
P08651,Nuclear factor 1 C-type OS=Homo sapiens OX=9606 GN=NFIC PE=1 SV=2,NFIC,0.56228816
Q9NPA8,Transcription and mRNA export factor ENY2 OS=Homo sapiens OX=9606 GN=ENY2 PE=1 SV=1,ENY2,0.561790532
Q9UL40,Zinc finger protein 346 OS=Homo sapiens OX=9606 GN=ZNF346 PE=1 SV=1,ZNF346,0.560830563
Q9NP64,Nucleolar protein of 40 kDa OS=Homo sapiens OX=9606 GN=ZCCHC17 PE=1 SV=1,ZCCHC17,0.558110272
Q15022,Polycomb protein SUZ12 OS=Homo sapiens OX=9606 GN=SUZ12 PE=1 SV=3,SUZ12,0.55809594
Q9UHQ4,B-cell receptor-associated protein 29 OS=Homo sapiens OX=9606 GN=BCAP29 PE=1 SV=2,BCAP29,0.553309733
Q562R1,Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2,ACTBL2,0.550594344
O00264,Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3,PGRMC1,0.547470673
Q8NBZ7,UDP-glucuronic acid decarboxylase 1 OS=Homo sapiens OX=9606 GN=UXS1 PE=1 SV=1,UXS1,0.540315233
A6NHL2,Tubulin alpha chain-like 3 OS=Homo sapiens OX=9606 GN=TUBAL3 PE=1 SV=2,TUBAL3,0.538831426
Q9Y3D9,"28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=2",MRPS23,0.538281239
P31943,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4,HNRNPH1,0.536551013
Q9GZR1,Sentrin-specific protease 6 OS=Homo sapiens OX=9606 GN=SENP6 PE=1 SV=2,SENP6,0.531612685
Q9NS73,MAP3K12-binding inhibitory protein 1 OS=Homo sapiens OX=9606 GN=MBIP PE=1 SV=2,MBIP,0.531472474
Q99501,GAS2-like protein 1 OS=Homo sapiens OX=9606 GN=GAS2L1 PE=1 SV=2,GAS2L1,0.526634387
Q14694,Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2,USP10,0.526342657
Q9BX40,Protein LSM14 homolog B OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1,LSM14B,0.525167495
P24821,Tenascin OS=Homo sapiens OX=9606 GN=TNC PE=1 SV=3,TNC,0.522717515
Q4LE39,AT-rich interactive domain-containing protein 4B OS=Homo sapiens OX=9606 GN=ARID4B PE=1 SV=2,ARID4B,0.520520304
Q9UHB6,LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1,LIMA1,0.518338608
Q9UMX0,Ubiquilin-1 OS=Homo sapiens OX=9606 GN=UBQLN1 PE=1 SV=2,UBQLN1,0.517274503
Q8IXB1,DnaJ homolog subfamily C member 10 OS=Homo sapiens OX=9606 GN=DNAJC10 PE=1 SV=2,DNAJC10,0.516051143
Q8NEF9,Serum response factor-binding protein 1 OS=Homo sapiens OX=9606 GN=SRFBP1 PE=1 SV=1,SRFBP1,0.502924825
P84022,Mothers against decapentaplegic homolog 3 OS=Homo sapiens OX=9606 GN=SMAD3 PE=1 SV=1,SMAD3,0.500846172
Q9BXS5,AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=3,AP1M1,0.490484009
Q5VTL8,Pre-mRNA-splicing factor 38B OS=Homo sapiens OX=9606 GN=PRPF38B PE=1 SV=1,PRPF38B,0.48878879
P19338,Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3,NCL,0.488782437
Q6ZRS2,Helicase SRCAP OS=Homo sapiens OX=9606 GN=SRCAP PE=1 SV=3,SRCAP,0.48722623
O75152,Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens OX=9606 GN=ZC3H11A PE=1 SV=3,ZC3H11A,0.483822734
Q7Z2W4,Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens OX=9606 GN=ZC3HAV1 PE=1 SV=3,ZC3HAV1,0.483164487
Q9BV73,Centrosome-associated protein CEP250 OS=Homo sapiens OX=9606 GN=CEP250 PE=1 SV=2,CEP250,0.482207187
Q92540,Protein SMG7 OS=Homo sapiens OX=9606 GN=SMG7 PE=1 SV=2,SMG7,0.480173042
Q05BQ5,MBT domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MBTD1 PE=1 SV=2,MBTD1,0.475714304
Q9NVV4,"Poly(A) RNA polymerase, mitochondrial OS=Homo sapiens OX=9606 GN=MTPAP PE=1 SV=1",MTPAP,0.46077176
Q12906,Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3,ILF3,0.459589313
O43513,Mediator of RNA polymerase II transcription subunit 7 OS=Homo sapiens OX=9606 GN=MED7 PE=1 SV=1,MED7,0.459222811
Q9Y6D9,Mitotic spindle assembly checkpoint protein MAD1 OS=Homo sapiens OX=9606 GN=MAD1L1 PE=1 SV=2,MAD1L1,0.458712879
O94992,Protein HEXIM1 OS=Homo sapiens OX=9606 GN=HEXIM1 PE=1 SV=1,HEXIM1,0.455095244
Q86Y79,Probable peptidyl-tRNA hydrolase OS=Homo sapiens OX=9606 GN=PTRH1 PE=1 SV=1,PTRH1,0.454190527
Q9UHB7,AF4/FMR2 family member 4 OS=Homo sapiens OX=9606 GN=AFF4 PE=1 SV=1,AFF4,0.448761521
P62081,40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1,RPS7,0.44655544
Q9UPN4,Centrosomal protein of 131 kDa OS=Homo sapiens OX=9606 GN=CEP131 PE=1 SV=3,AZI1; CEP131,0.44624646
Q14247,Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2,CTTN,0.445683238
O15173,Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1,PGRMC2,0.440528704
Q01813,"ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2",PFKP,0.439024599
Q9NUU7,ATP-dependent RNA helicase DDX19A OS=Homo sapiens OX=9606 GN=DDX19A PE=1 SV=1,DDX19A,0.437972331
P54132,Bloom syndrome protein OS=Homo sapiens OX=9606 GN=BLM PE=1 SV=1,BLM,0.43036578
Q96QA5,Gasdermin-A OS=Homo sapiens OX=9606 GN=GSDMA PE=1 SV=4,GSDMA,0.430044943
Q9HDC9,Adipocyte plasma membrane-associated protein OS=Homo sapiens OX=9606 GN=APMAP PE=1 SV=2,APMAP,0.428758711
Q03252,Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4,LMNB2,0.427600165
Q7Z4H7,HAUS augmin-like complex subunit 6 OS=Homo sapiens OX=9606 GN=HAUS6 PE=1 SV=2,HAUS6,0.426975779
P40937,Replication factor C subunit 5 OS=Homo sapiens OX=9606 GN=RFC5 PE=1 SV=1,RFC5,0.416763942
P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3,GNAI2,0.41347919
Q9H0U3,Magnesium transporter protein 1 OS=Homo sapiens OX=9606 GN=MAGT1 PE=1 SV=1,MAGT1,0.410407671
Q9Y3A3,MOB-like protein phocein OS=Homo sapiens OX=9606 GN=MOB4 PE=1 SV=1,MOB4,0.410327993
P07305,Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3,H1F0,0.405081645
Q96GM5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 OS=Homo sapiens OX=9606 GN=SMARCD1 PE=1 SV=2,SMARCD1,0.402563741
P04156,Major prion protein OS=Homo sapiens OX=9606 GN=PRNP PE=1 SV=1,PRNP,0.401604357
Q02224,Centromere-associated protein E OS=Homo sapiens OX=9606 GN=CENPE PE=1 SV=2,CENPE,0.400863952
P20645,Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1,M6PR,0.397366577
Q92542,Nicastrin OS=Homo sapiens OX=9606 GN=NCSTN PE=1 SV=2,NCSTN,0.395813556
Q9NSK0,Kinesin light chain 4 OS=Homo sapiens OX=9606 GN=KLC4 PE=1 SV=3,KLC4,0.394000008
Q9BPX6,"Calcium uptake protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=MICU1 PE=1 SV=1",MICU1,0.39396665
Q5QJE6,Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens OX=9606 GN=DNTTIP2 PE=1 SV=2,DNTTIP2,0.392327997
Q9BUZ4,TNF receptor-associated factor 4 OS=Homo sapiens OX=9606 GN=TRAF4 PE=1 SV=1,TRAF4,0.390997466
Q5JTV8,Torsin-1A-interacting protein 1 OS=Homo sapiens OX=9606 GN=TOR1AIP1 PE=1 SV=2,TOR1AIP1,0.390931478
Q8N2W9,E3 SUMO-protein ligase PIAS4 OS=Homo sapiens OX=9606 GN=PIAS4 PE=1 SV=1,PIAS4,0.387280086
P08670,Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4,VIM,0.385430856
Q96PN7,Transcriptional-regulating factor 1 OS=Homo sapiens OX=9606 GN=TRERF1 PE=1 SV=1,TRERF1,0.376867205
Q06587,E3 ubiquitin-protein ligase RING1 OS=Homo sapiens OX=9606 GN=RING1 PE=1 SV=2,RING1,0.367101169
Q16778,Histone H2B type 2-E OS=Homo sapiens OX=9606 GN=H2BC21 PE=1 SV=3,HIST2H2BE,0.36474487
Q6P1N0,Coiled-coil and C2 domain-containing protein 1A OS=Homo sapiens OX=9606 GN=CC2D1A PE=1 SV=1,CC2D1A,0.363974119
P63272,Transcription elongation factor SPT4 OS=Homo sapiens OX=9606 GN=SUPT4H1 PE=1 SV=1,SUPT4H1,0.358964377
Q9BWF3,RNA-binding protein 4 OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1,RBM4,0.357680924
P35613,Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2,BSG,0.349199967
P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,HSPA5,0.341989741
P78346,Ribonuclease P protein subunit p30 OS=Homo sapiens OX=9606 GN=RPP30 PE=1 SV=1,RPP30,0.339826216
Q9UJK0,18S rRNA aminocarboxypropyltransferase OS=Homo sapiens OX=9606 GN=TSR3 PE=1 SV=1,TSR3,0.335673191
Q7Z4V5,Hepatoma-derived growth factor-related protein 2 OS=Homo sapiens OX=9606 GN=HDGFL2 PE=1 SV=1,HDGFRP2; HDGFL2,0.333534095
Q15911,Zinc finger homeobox protein 3 OS=Homo sapiens OX=9606 GN=ZFHX3 PE=1 SV=2,ZFHX3,0.331534493
Q8WY22,BRI3-binding protein OS=Homo sapiens OX=9606 GN=BRI3BP PE=1 SV=1,BRI3BP,0.32883353
Q92733,Proline-rich protein PRCC OS=Homo sapiens OX=9606 GN=PRCC PE=1 SV=1,PRCC,0.328623202
Q6R327,Rapamycin-insensitive companion of mTOR OS=Homo sapiens OX=9606 GN=RICTOR PE=1 SV=1,RICTOR,0.325666551
